"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)","Address","ddress","lat","long"
"107",13," Dévai utca 19.",53,2,NA,160000,"new","very high","CC",6,7,"Yes","less than 3","Yes","Yes",24000,"immediately","1 év","garden","Yes","Yes","No","No","can rent","2021","5",22000," Dévai utca 19.,13"," Dévai utca 19., 13",47.5191565,19.0651017
"108",7," Wesselényi utca 4.",30,1,NA,90000,"renovated","high",NA,2,NA,"Yes","3 or more","Yes","Yes",30000,"immediately","nincs","yard","No","Yes","No","No",NA,NA,NA,NA," Wesselényi utca 4.,7"," Wesselényi utca 4., 7",47.4964796,19.060201
"109",9," Nádasdy utca",36,1,NA,139000,"new","high",NA,8,9,"Yes",NA,"Yes","Yes",15000,"immediately","nincs","panorama","No","Yes","No",NA,"street","2017","3",NA," Nádasdy utca,9"," Nádasdy utca, 9",47.47338375,19.0769028880513
"110",13," Taksony utca",46,2,NA,170000,"new","high","CC",4,8,"Yes","less than 3","Yes","Yes",16000,"immediately","1 év","garden","Yes","Yes","No","No","can rent","2021","10",22000," Taksony utca,13"," Taksony utca, 13",47.45750215,19.1253557738682
"111",6," Szív utca",35,1,1,105000,"renovated","high","AA++",NA,3,"No","3 or more","Yes","Yes",30000,"not immediately","1 év","street","No","Yes","No","No","street","2021",NA,NA," Szív utca,6"," Szív utca, 6",47.5075276,19.0712903
"112",13," Alig utca 5.",42,1,NA,120000,"renovated","high",NA,2,NA,"Yes",NA,"Yes","No",NA,"immediately","1 év","street",NA,"Yes","Yes",NA,"street",NA,NA,NA," Alig utca 5.,13"," Alig utca 5., 13",47.518046,19.0592435
"113",6," Szinyei Merse utca 14.",49,2,NA,135000,"like new","high",NA,3,4,"Yes",NA,"No","No",NA,"immediately","1 év","yard",NA,NA,"No","No","street",NA,NA,NA," Szinyei Merse utca 14.,6"," Szinyei Merse utca 14., 6",47.5114132,19.0677338
"114",14," Stefánia út",57,2,NA,110000,"renovated","high",NA,0.5,4,NA,"less than 3",NA,"Yes",24000,"immediately","6 hónap","street","No","Yes","Yes","No","street","1950-1980 ",NA,NA," Stefánia út,14"," Stefánia út, 14",47.50548045,19.0975865045831
"115",11," Madárhegy",70,3,NA,361400,"like new","very high",NA,1,4,"Yes","less than 3","Yes","Partially",NA,"immediately","nincs","panorama","No","Yes","No","No","can rent","2018","12.5",30000," Madárhegy,11"," Madárhegy, 11",47.4663234,18.9838656581748
"116",6," Csengery utca 51.",49,3,NA,150000,"like new","high",NA,1,4,"No","less than 3","Yes","Yes",16000,"immediately","nincs","yard","No","Yes",NA,NA,"street","1950 elott",NA,NA," Csengery utca 51.,6"," Csengery utca 51., 6",47.5080586,19.0634175
"117",4," Wolfner utca",44,1,1,166500,"new","high",NA,2,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,"2020","44",NA," Wolfner utca,4"," Wolfner utca, 4",47.564595,19.0805572
"118",13," Kassák Lajos utca 67.",32,1,NA,140000,"new","high",NA,7,9,"Yes","less than 3","No","Partially",17000,"immediately","6 hónap","yard","No","Yes","No","No","can rent","2020","4",20000," Kassák Lajos utca 67.,13"," Kassák Lajos utca 67., 13",47.5293935,19.0698248
"119",11," Madárhegy",70,3,NA,362000,"like new","high",NA,1,4,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","panorama",NA,"Yes","No",NA,"can rent","2018","12.5",30000," Madárhegy,11"," Madárhegy, 11",47.4663234,18.9838656581748
"120",11," Allende park",52,2,NA,135000,"good",NA,NA,4,4,NA,NA,NA,"No",27000,"immediately","1 év","street",NA,"Yes","No",NA,NA,NA,"6",NA," Allende park,11"," Allende park, 11",47.4541829,19.0315149
"121",2," Frankel Leó út 49.",30,1,NA,90000,"good","high",NA,5,5,"Yes",NA,"No","Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,"street",NA,NA,NA," Frankel Leó út 49.,2"," Frankel Leó út 49., 2",47.5216023,19.0371502
"122",22," Kölcsey utca 3.",45,1,NA,120000,"renovated","high",NA,NA,NA,NA,NA,NA,"Yes",NA,"immediately","1 év","garden","Yes","Yes","Yes",NA,"street",NA,NA,NA," Kölcsey utca 3.,22"," Kölcsey utca 3., 22",47.4280963,19.0365767980876
"123",4," Wolfner utca 4.",44,1,1,159000,"new","high",NA,1,NA,"Yes",NA,"Yes","Yes",12000,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,"2020","13",NA," Wolfner utca 4.,4"," Wolfner utca 4., 4",47.564595,19.0805572
"124",13," Klapka utca",40,1,1,160000,"new","high",NA,8,8,"Yes","less than 3","Yes","No",NA,"immediately","1 év","panorama",NA,"Yes","No","No","can rent","2020","6",20000," Klapka utca,13"," Klapka utca, 13",47.5263241,19.0692002
"125",5," Molnár utca 10.",100,6,NA,280000,"renovated","very high",NA,2,NA,"No","3 or more","Yes","Yes",120000,"immediately","nincs","street","No","Yes","No","No",NA,NA,NA,NA," Molnár utca 10.,5"," Molnár utca 10., 5",47.49000005,19.0543489682879
"126",5," Váci utca 12.",100,4,NA,2e+05,"like new","average",NA,4,NA,"Yes","3 or more","Yes","Yes",80000,"immediately","nincs",NA,"No","Yes","No","No",NA,NA,NA,NA," Váci utca 12.,5"," Váci utca 12., 5",47.49490785,19.0522382259654
"127",13," Katona József utca 3.",86,4,NA,180000,"good","very high",NA,4,8,"Yes","less than 3","Yes",NA,40000,"immediately","1 év","street","No","Yes","Yes","No","street","1981-2000 ","4",NA," Katona József utca 3.,13"," Katona József utca 3., 13",47.5123805,19.056341
"128",9," Mester utca",41,2,NA,160000,"new","high",NA,1,8,"Yes",NA,NA,"No",25000,"immediately",NA,"garden","No","Yes","No",NA,"street",NA,NA,NA," Mester utca,9"," Mester utca, 9",47.4804576,19.070453
"129",14," Újvidék sétány",36,1,NA,109000,"good","average",NA,NA,NA,NA,"less than 3",NA,"Yes",NA,"immediately","1 év","garden","Yes",NA,"Yes","No","street","2001-2010 ",NA,NA," Újvidék sétány,14"," Újvidék sétány, 14",47.5113191,19.1105366
"130",14," Herminamezo",50,1,2,150000,"new","high",NA,7,7,"Yes",NA,"Yes","Yes",20000,"immediately","1 év","panorama",NA,"Yes","No","No","can rent",NA,"3",20000," Herminamezo,14"," Herminamezo, 14",47.5186841,19.0997228
"131",14," Hermina út",71,2,NA,2e+05,"renovated","high",NA,1,NA,"No","3 or more","Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","No","No","included",NA,"1",NA," Hermina út,14"," Hermina út, 14",47.5112822,19.095943
"132",14," Cserto utca",46,1,1,120000,"good","high",NA,4,10,"Yes","less than 3","No","Yes",20000,"immediately","1 év","street","No","Yes","No","No","street","1981-2000 ",NA,NA," Cserto utca,14"," Cserto utca, 14",47.51433245,19.1448184962208
"133",11," Ringló út",50,2,NA,140000,"renovated","high",NA,1,3,"No",NA,NA,"Yes",39000,"not immediately","1 év","panorama",NA,"Yes","No",NA,"included",NA,"80",NA," Ringló út,11"," Ringló út, 11",47.43923665,19.031438304239
"134",19," Kosárfonó utca",37,1,1,120000,"renovated","high",NA,5,10,"Yes","less than 3",NA,"Yes",30000,"immediately","1 év","street",NA,"Yes","No","No","street",NA,"4",NA," Kosárfonó utca,19"," Kosárfonó utca, 19",47.4603573,19.1449658
"135",4," Wolfner utca",44,1,1,166500,"like new","high",NA,3,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","Yes","No","can rent",NA,"8",20000," Wolfner utca,4"," Wolfner utca, 4",47.564595,19.0805572
"136",9," Lónyay utca 36.",37,1,NA,1e+05,"renovated","high",NA,3,3,"Yes",NA,NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes","No",NA,"street",NA,NA,NA," Lónyay utca 36.,9"," Lónyay utca 36., 9",47.4837849,19.0637992
"137",13," Csongor utca",40,1,1,140000,"like new","high",NA,3,7,"Yes","less than 3","Yes","Yes",15000,"immediately","1 év","yard","No","Yes","No","No","street","2001-2010 ",NA,NA," Csongor utca,13"," Csongor utca, 13",47.5565664,18.9398579
"138",13," Gömb utca",51,2,NA,155000,"like new","high",NA,5,8,"Yes","less than 3","Yes","Partially",20000,"immediately","1 év","street","No","Yes","No","No","can rent","2001-2010 ","5",15000," Gömb utca,13"," Gömb utca, 13",47.5302971,19.0754789
"139",13," Victor Hugo utca",54,2,NA,170000,"new","high","AA+",5,7,"Yes","less than 3","No","Partially",20000,"immediately","1 év","street","No","Yes","No","No","street","2013","10",NA," Victor Hugo utca,13"," Victor Hugo utca, 13",47.08641825,17.9046368880453
"140",11," Madárhegy",88,3,NA,279000,"like new","high",NA,1,3,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","garden","No","Yes",NA,"No","street","2001-2010 ","26",NA," Madárhegy,11"," Madárhegy, 11",47.4663234,18.9838656581748
"141",9," Mester utca",41,1,1,160000,"new","high","BB",1,8,"Yes","less than 3","No","No",15000,"immediately","1 év","yard","Yes","No","Yes","No","street","2020","16",NA," Mester utca,9"," Mester utca, 9",47.4804576,19.070453
"142",13," Váci út",35,1,1,120000,"renovated","high",NA,6,10,"Yes","less than 3","Yes","Partially",15000,"immediately","1 év","street","No","Yes","No","No","street","1981-2000 ",NA,NA," Váci út,13"," Váci út, 13",47.5626928,19.0787482822861
"143",13," Csata utca",43,1,1,140000,"new","high","AA",3,5,"Yes","less than 3","No","Partially",20000,"immediately","1 év","garden","No","Yes","No","No","street","2020","6",NA," Csata utca,13"," Csata utca, 13",47.5268,19.07545
"144",8," Somogyi Béla utca",70,2,NA,165000,"renovated","average",NA,2,4,"No","3 or more","No","Partially",NA,"immediately","1 év","street","No","Yes","Yes","No","street","1950 elott",NA,NA," Somogyi Béla utca,8"," Somogyi Béla utca, 8",47.495449,19.069813
"145",14," Újvidék sétány",50,2,NA,130000,"good","high",NA,1,2,"No","less than 3","No","No",NA,NA,"nincs","garden",NA,"Yes","No","No","street",NA,NA,NA," Újvidék sétány,14"," Újvidék sétány, 14",47.5113191,19.1105366
"146",13," Hegedus Gyula utca",160,4,1,349000,"renovated","high",NA,3,NA,"Yes","3 or more","Yes","No",NA,"immediately","1 év","street",NA,"Yes","Yes","No","street",NA,"3",NA," Hegedus Gyula utca,13"," Hegedus Gyula utca, 13",47.5169186,19.0556158
"147",11," Kelenföld",79,3,NA,239000,"like new","high",NA,2,4,"Yes","less than 3","Yes","Yes",NA,NA,"1 év","street","No","Yes","Yes","No","street","2012","13",NA," Kelenföld,11"," Kelenföld, 11",47.4642992,19.0206155
"148",6," Szinyei Merse utca 14.",76,3,NA,180000,"like new","very high",NA,4,4,"Yes",NA,"Yes","No",15400,NA,"1 év","yard",NA,NA,"No","No","street",NA,NA,NA," Szinyei Merse utca 14.,6"," Szinyei Merse utca 14., 6",47.5114132,19.0677338
"149",14," Kövér Lajos utca",50,2,NA,130000,"new","high","C",3,5,"Yes","less than 3","No","No",20000,"immediately","1 év","street","No","Yes","No","No","must rent","2018","6",20000," Kövér Lajos utca,14"," Kövér Lajos utca, 14",47.5127191,19.1163528
"150",11," Fehérvári út",33,1,1,120000,"renovated","high",NA,7,10,"Yes","less than 3","No","Yes",15000,"immediately","1 év","panorama","No","Yes","No","No","street","1981-2000 ",NA,NA," Fehérvári út,11"," Fehérvári út, 11",47.6808786,17.6572794881406
"151",7," Dob utca",47,1,1,140000,"renovated","high",NA,1,2,"No","3 or more","No","Yes",20000,"not immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA," Dob utca,7"," Dob utca, 7",47.4970951,19.0601143
"152",13," Klapka utca",40,1,1,160000,"new","high",NA,8,8,"Yes","less than 3","Yes","No",15000,"immediately","1 év","panorama","No","Yes","No","No","can rent","2020","6",20000," Klapka utca,13"," Klapka utca, 13",47.5263241,19.0692002
"153",13," Kassák Lajos utca",40,2,NA,160000,"new","high",NA,4,7,"Yes","less than 3","No","By arrangement",15000,"immediately","1 év","street","No","Yes","No","No","can rent","2020","5",20000," Kassák Lajos utca,13"," Kassák Lajos utca, 13",47.51932255,19.0631916318273
"154",6," Király utca",50,2,NA,145000,"renovated","high",NA,1,3,"Yes","3 or more","No","Yes",20000,"immediately","1 év","yard","No","Yes","No","No","street","1950-1980 ",NA,NA," Király utca,6"," Király utca, 6",47.4985292,19.0560457632683
"155",13," Jakab József utca",42,2,NA,160000,"new","high",NA,1,7,"Yes","less than 3","No","No",20000,"not immediately","1 év","street","No","Yes","No","No","street","2019","2",NA," Jakab József utca,13"," Jakab József utca, 13",47.5375888,19.0641727
"156",5," Deák Ferenc tér",39,1,NA,120000,"good","high",NA,5,NA,"Yes","3 or more","Yes","No",25000,"immediately","1 év","panorama",NA,NA,NA,NA,NA,NA,"3",NA," Deák Ferenc tér,5"," Deák Ferenc tér, 5",46.90634175,19.688150583645
"157",13," Berettyó utca 2.",56,3,NA,225000,"new","high",NA,2,6,"Yes","less than 3","Yes","Yes",40000,"immediately","1 év","street","No",NA,NA,"No","can rent","2019","6",20000," Berettyó utca 2.,13"," Berettyó utca 2., 13",47.5524885,19.0777506
"158",6," Külso-Terézváros",108,3,NA,330000,"renovated","luxury","AA",2,3,"Yes","3 or more","No","Yes",18500,"immediately","1 év","street","No","Yes",NA,"No","street","1950 elott",NA,NA," Külso-Terézváros,6"," Külso-Terézváros, 6",47.4577147,19.0943789
"159",11," Fehérvári út",54,2,NA,110000,"good","high",NA,3,10,"Yes","less than 3","No","Yes",20000,"immediately","1 év","street","No","Yes","Yes","No","street","1981-2000 ",NA,NA," Fehérvári út,11"," Fehérvári út, 11",47.6808786,17.6572794881406
"160",9," Mester utca",75,2,1,160000,"good","high",NA,5,5,"Yes","3 or more","No","Yes",25000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA," Mester utca,9"," Mester utca, 9",47.4804576,19.070453
"161",13," Mór utca",35,1,1,130000,"like new","high",NA,5,5,"Yes","less than 3","Yes","No",15000,"immediately","1 év","street","No","No","No","No","street","2001-2010 ",NA,NA," Mór utca,13"," Mór utca, 13",47.5241449333333,19.0830435666667
"162",8," Puskin utca",62,2,1,180000,"renovated","average",NA,2,4,"No","3 or more","Yes","Yes",NA,"immediately","6 hónap","yard","No","Yes","No","No","street","1950 elott",NA,NA," Puskin utca,8"," Puskin utca, 8",47.4937279,19.0631818
"163",9," Mihálkovics utca",98,3,NA,150000,"good","high",NA,NA,4,"No","less than 3","No","Partially",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA," Mihálkovics utca,9"," Mihálkovics utca, 9",47.4780046,19.0842548
"164",16," Budapesti út",55,2,NA,130000,"renovated","high",NA,3,3,"No",NA,NA,"Partially",35000,"immediately","1 év","street","No","Yes","Yes",NA,"street",NA,"2.5",NA," Budapesti út,16"," Budapesti út, 16",47.4611911,18.9665540492261
"165",12," Greguss utca",67,2,1,195000,"renovated","high",NA,1,3,"No","3 or more","Yes","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA," Greguss utca,12"," Greguss utca, 12",47.498969,19.0218217
"166",13," Kárpát utca",68,3,NA,140000,"good","high",NA,10,10,"Yes","less than 3","No","No",NA,"immediately","1 év","street",NA,"Yes",NA,NA,"street",NA,NA,NA," Kárpát utca,13"," Kárpát utca, 13",48.19996535,21.5302655182333
"167",11," Mezokövesd út",34,1,NA,1e+05,"renovated","high",NA,3,4,"No",NA,"Yes","Yes",NA,"not immediately","1 év","street",NA,"Yes","No",NA,"street",NA,NA,NA," Mezokövesd út,11"," Mezokövesd út, 11",47.4410148,19.036968
"168",6," Bajnok utca",45,2,NA,130000,"renovated",NA,NA,2,NA,"No",NA,"No","Yes",NA,"not immediately","1 év","street",NA,"Yes","No","No",NA,NA,NA,NA," Bajnok utca,6"," Bajnok utca, 6",47.5107301,19.067378
"169",1," Toldy Ferenc utca 55.",63,3,NA,2e+05,"good","very high",NA,3,5,"No","less than 3","Yes","By arrangement",22365,"immediately","3 hónap","panorama","No","Yes","Yes","No","street","1950-1980 ",NA,NA," Toldy Ferenc utca 55.,1"," Toldy Ferenc utca 55., 1",47.5064147,19.033906
"170",11," Madárhegy",70,3,NA,361400,"like new","high",NA,1,4,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","panorama","No","Yes","No","No","can rent","2018","12.5",30000," Madárhegy,11"," Madárhegy, 11",47.4663234,18.9838656581748
"171",13," Angyalföld – Loportárdulo",48,2,NA,180000,NA,"high",NA,7,8,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,"can rent","2020","6",30000," Angyalföld – Loportárdulo,13"," Angyalföld – Loportárdulo, 13",47.5226561,19.0706763
"172",1," Jégverem utca 2.",90,3,NA,180000,"like new",NA,NA,2,NA,"No","less than 3","Yes","Yes",70000,"immediately","nincs","street",NA,"Yes",NA,NA,NA,NA,NA,NA," Jégverem utca 2.,1"," Jégverem utca 2., 1",47.4999338,19.0402194
"173",11," Hídvég utca",66,1,2,160000,"good","high",NA,NA,4,NA,"3 or more",NA,"Yes",30000,"immediately","1 év","garden",NA,"Yes",NA,NA,NA,NA,NA,NA," Hídvég utca,11"," Hídvég utca, 11",47.4717041,19.0306411
"174",13," Mór utca",58,2,1,2e+05,"like new","high",NA,1,NA,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","street","No","Yes","No","No",NA,"2001-2010 ","20",NA," Mór utca,13"," Mór utca, 13",47.5241449333333,19.0830435666667
"175",11," Kanizsai utca",43,1,NA,129000,"good","high",NA,4,6,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","street","No","Yes",NA,"No","can rent",NA,"6",NA," Kanizsai utca,11"," Kanizsai utca, 11",47.4726408,19.0439973971482
"176",8," Kun utca 4.",55,2,NA,140000,"like new",NA,NA,1,6,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,"must rent",NA,NA,20000," Kun utca 4.,8"," Kun utca 4., 8",47.49513505,19.0812293075785
"177",18," Fenyofa utca",35,1,NA,115000,"like new","luxury","BB",3,5,"Yes",NA,NA,"No",10000,"immediately","6 hónap",NA,NA,NA,NA,"No","street","2001-2010 ","4",NA," Fenyofa utca,18"," Fenyofa utca, 18",47.4146534,19.204921
"178",14," Füredi utca",55,1,2,150000,"renovated",NA,NA,4,10,"Yes","less than 3","Yes",NA,30000,"immediately","1 év","garden",NA,NA,"No","No","street",NA,NA,NA," Füredi utca,14"," Füredi utca, 14",47.0851205,17.9118925
"179",8," Ciprus utca 8.",43,2,NA,140000,"like new","high",NA,1,8,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","street","No",NA,"No","No","can rent","2001-2010 ","8",25000," Ciprus utca 8.,8"," Ciprus utca 8., 8",47.4931035,19.1054194
"180",13," Csata utca 23.",30,1,NA,120000,"new","high","AA",1,6,"Yes","less than 3","No","Yes",15000,"immediately","1 év","yard","No","Yes","No","No",NA,"2021","8",NA," Csata utca 23.,13"," Csata utca 23., 13",47.5281795,19.0771102
"181",8," Kiss József utca",58,2,1,150000,"good","high",NA,1,NA,"No",NA,NA,"Yes",14600,"immediately","nincs","yard",NA,"Yes","No","No","street",NA,NA,NA," Kiss József utca,8"," Kiss József utca, 8",47.4966797,19.0747695
"182",11," Körtevirág utca",41,2,NA,180000,"new","high",NA,4,4,"Yes","less than 3","Yes","Yes",25000,"immediately","1 év","garden","No","Yes","No","No","can rent","2018","8",20000," Körtevirág utca,11"," Körtevirág utca, 11",47.4684142,19.0079706
"183",14," Répásy Mihály utca 7.",33,1,NA,130000,"renovated","high","EE",NA,2,"No","less than 3","No","Yes",NA,"immediately","6 hónap","street","Yes","Yes","No","No","street","1981-2000 ",NA,NA," Répásy Mihály utca 7.,14"," Répásy Mihály utca 7., 14",47.5158339,19.1207448
"184",2," Tárogató út",67,2,1,190000,"renovated","high",NA,NA,3,"No","less than 3","No","Partially",15000,"not immediately","1 év","garden","No","Yes","Yes","No","included","1950-1980 ","6",NA," Tárogató út,2"," Tárogató út, 2",47.5207309,18.9914869
"185",13," Felka utca",45,1,2,140000,"good","very high",NA,2,5,"No","3 or more","Yes","Yes",20000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott","3",NA," Felka utca,13"," Felka utca, 13",47.5157183,19.0534133
"186",12," Maros utca 17.",43,1,NA,115000,"renovated","high","AA+",1,3,"No","3 or more","No","By arrangement",25000,"immediately","nincs","street","No","Yes",NA,"No","street","1950 elott",NA,NA," Maros utca 17.,12"," Maros utca 17., 12",47.50426775,19.0224282521495
"187",7," Klauzál utca",39,1,1,125000,"like new","high",NA,1,NA,"Yes",NA,"Yes","Yes",35000,NA,"1 év",NA,"No","Yes","No","No","street",NA,NA,NA," Klauzál utca,7"," Klauzál utca, 7",47.4973836,19.0676229
"188",9," Epreserdo utca",55,1,1,130000,"renovated","average",NA,3,4,"No","less than 3","Yes","Partially",NA,"immediately","1 év","garden","No","No","No","No","street","1950-1980 ","4",NA," Epreserdo utca,9"," Epreserdo utca, 9",47.4583931,19.1123342
